D1H,Q1H,Q24H,R12H,R1H,R24H,R6H,Sav1H,Sax1H,Sax3H,Sax6H,Sx1H,Sx3H,Sx6H,Tb1n6,Tb1x6,Tb2n6,Tb2x6,Tgn12,Tgn14,Tgn6,Tn12,Tn14,Tn6,Tx12,Tx24,Tx6,W10,W10-10,dd,dn,dr,dsd,dx,ff,ffs,fsd,fx,fxs,gff,gffs,h,h1,h2,h3,hc,hc1,hc2,hc3,n,n1,n2,n3,nc,nc1,nc2,nc3,nhc,p0,pg,pp,pr,ps,pwc,qg,qgn,qgx,qnh,rg,rh,sq,ss,ta,tb,tb1,tb2,tb3,tb4,tb5,td,tg,tgn,tn,tsd,tx,vv,ww,ww-10,za,zm,station,time,wsi,stationname,lat,lon,height,product,projection
,,,,,,,5.948,6.86,6.86,7.11,8.66,8.66,8.66,,,,,,,,,,,,,,,,85.8,64.7,,6.1,104.1,4.95,4.95,0.45,6.6,6.6,6.51,6.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06229,[2.4007518e+09],0-20000-0-06229,Texelhors,52.995,4.72,1.0,,
,27.54,,,,,,3.17033,3.67,3.81,3.81,5.05,5.05,5.05,,,,,,,,,,,,,,0.0,,68.5,47.8,,8.3,99.8,2.72,2.72,0.3,3.69,3.69,3.69,3.69,,,,,204.921,204.921,314.921,0.0,,,,,8.0,7.0,8.0,0.0,,,0.0,,,,0.0,79.0,76.0,85.0,,,,0.0,,,,,,,,,,,,,,,2180.0,10.0,,2530.0,2180.0,06233,[2.4007518e+09],0-528-0-06233,Assendelft,52.4819,4.7258,-1.6,,
0.0,22.08,182.76,0.013,0.0,5.00665,0.013,3.96217,4.53,5.07,5.07,6.62,7.42,7.42,,,,,0.5,0.3,1.0,0.9,0.7,1.1,1.5,1.8,1.5,1.0,1.0,87.3,59.1,0.0,8.9,130.8,3.63,3.63,0.51,6.12,6.12,6.12,6.12,274.921,274.921,0.0,0.0,274.921,274.921,0.0,0.0,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0,8.0,996.968,0.0,997.039,0.0,996.9,0.0,67.0,61.0,72.0,997.037,0.0,97.0,0.0,0.0,1.2,1.02151,,,,,,0.9,1.5,1.4,1.1,,1.2,1870.0,10.0,10.0,3040.0,1870.0,06235,[2.4007518e+09],0-20000-0-06235,De Kooy Airport,52.9269,4.7811,0.57,,
,24.78,,,,,,2.09383,2.28,3.34,3.71,3.05,4.59,4.95,,,,,,,,,,,,,,0.0,,72.5,47.8,,7.4,97.0,2.28,2.28,0.28,3.05,3.05,3.05,3.05,,,,,294.921,294.921,414.921,0.0,,,,,8.0,7.0,8.0,0.0,,,0.0,,,,0.0,79.0,74.0,86.0,,,,0.0,,,,,,,,,,,,,,,2990.0,10.0,,3580.0,2990.0,06236,[2.4007518e+09],0-528-0-06236,Muiden,52.3353,5.0922,-0.9,,
,27.42,,,,,,1.59883,2.66,2.66,2.66,4.86,4.99,4.99,,,,,,,,,,,,,,0.0,,40.7,15.5,,10.0,75.9,1.56,1.56,0.41,2.94,2.94,2.94,2.94,,,,,344.921,344.921,514.921,724.921,,,,,8.0,3.0,5.0,8.0,,,0.0,,,,0.0,119.0,102.0,142.0,,,,0.0,,,,,,,,,,,,,,,5600.0,10.0,,4250.0,5600.0,06237,[2.4007518e+09],0-528-0-06237,Nieuw-Vennep,52.255,4.6478,-4.8,,
,28.14,,,,,,1.55717,1.98,2.41,2.41,3.42,4.72,4.72,,,,,,,,,,,,,,1.0,,69.8,22.5,,16.9,111.1,1.38,1.38,0.22,2.14,2.14,2.08,2.08,,,,,294.921,294.921,0.0,0.0,,,,,8.0,8.0,0.0,0.0,,,0.0,,,,0.0,115.0,103.0,126.0,,,,0.0,,,,,,,,,,,,,,,4090.0,10.0,,3610.0,4090.0,06238,[2.4007518e+09],0-528-0-06238,Nieuwkoop,52.1514,4.765,-5.77,,
,,,,,,,11.0249,11.3112,11.9419,12.6307,13.6543,13.8263,14.6088,,,,,,,,2.3,2.3,2.7,3.5,3.9,3.3,0.0,0.0,114.3,105.5,,2.0,123.8,10.6058,12.78,0.45,12.7429,14.82,11.8573,13.79,774.921,774.921,1054.92,1404.92,774.921,774.921,1054.92,1404.92,8.0,2.0,3.0,6.0,8.0,2.0,3.0,6.0,8.0,992.972,0.0,999.187,0.0,995.9,0.0,,,,999.051,,89.0,0.0,,2.8,2.09376,,,,,,1.2,,,2.7,,2.9,36200.0,2.0,2.0,2490.0,36200.0,06239,[2.4007518e+09],0-20000-0-06239,F3-FB-1,54.8539,4.6961,50.6,,
0.0,28.32,171.42,0.026,0.0,6.5195,0.0260001,2.71533,3.19,3.44,3.44,8.02,8.02,8.02,,,,,3.3,2.7,3.8,3.4,2.8,3.5,4.0,4.0,3.9,0.0,0.0,40.8,350.2,0.0,8.8,84.4,2.28,2.28,0.47,5.23,5.23,3.46,3.46,294.921,294.921,0.0,0.0,294.921,294.921,0.0,0.0,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0,8.0,996.878,0.0,996.401,0.0,996.8,0.0,71.0,68.0,80.0,996.413,0.0,95.0,0.0,0.0,3.6,3.26919,,,,,,2.9,3.9,3.8,3.5,,3.6,2130.0,10.0,10.0,2400.0,2130.0,06240,[2.4007518e+09],0-20000-0-06240,Schiphol Airport,52.3172,4.7897,-3.87,,
,,,,,,,6.5525,6.88,7.48,7.48,8.14,9.05,9.05,,,,,0.3,0.0,0.3,0.3,-0.1,0.3,0.7,1.5,0.6,0.0,0.0,97.9,81.6,,4.8,112.5,6.45,6.45,0.63,8.06,8.06,7.94,7.94,484.921,484.921,0.0,0.0,484.921,484.921,0.0,0.0,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0,8.0,997.084,0.0,997.298,0.0,996.0,0.0,,,,997.29,,97.0,0.0,,0.3,0.128703,,,,,,0.0,0.4,0.3,0.3,,0.3,4150.0,10.0,10.0,2690.0,4150.0,06242,[2.4007518e+09],0-20000-0-06242,Vlieland Vliehors,53.24,4.9208,1.72,,
,,,,,,,6.3465,6.62,6.62,6.62,7.92,8.08,8.08,,,,,,,,,,,,,,,,81.3,67.5,,4.3,98.4,6.1,6.1,0.43,7.23,7.23,7.01,7.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,06248,[2.4007518e+09],0-20000-0-06248,Wijdenes,52.6325,5.1736,0.8,,
0.0,25.08,176.52,0.0,0.0,5.091,0.0,4.26767,4.62,5.45,5.45,5.92,7.34,7.34,,,,,1.5,1.1,1.7,1.4,1.2,1.4,2.1,2.1,2.0,0.0,0.0,89.8,68.9,0.0,6.9,112.5,4.45,4.45,0.68,5.92,5.92,5.92,5.92,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,95.0,78.0,111.0,,0.0,95.0,0.0,0.0,1.5,1.2008,,,,,,0.8,2.0,1.8,1.4,,1.5,,10.0,10.0,,3760.0,06249,[2.4007518e+09],0-20000-0-06249,Berkhout,52.6428,4.9789,-2.4,,
0.0,32.88,199.08,2.13167,0.0,5.8415,0.0,6.86117,7.61,7.61,7.61,9.01,9.01,9.01,,,,,-0.1,-0.3,-0.1,-0.3,-0.4,-0.3,0.4,0.8,0.0,0.0,0.0,97.9,83.0,0.0,4.1,112.5,7.61,7.61,0.61,9.01,9.01,9.01,9.01,,,,,,,,,,,,,,,,,,997.596,0.0,997.687,0.0,997.4,0.0,91.0,85.0,101.0,997.684,0.0,92.0,0.0,0.0,0.0,-0.452046,,,,,,-1.1,0.1,0.1,0.0,,0.0,,10.0,10.0,,7250.0,06251,[2.4007518e+09],0-20000-0-06251,Hoorn Terschelling,53.3911,5.3458,0.73,,
0.0,27.84,160.44,0.0,0.0,5.79383,0.0,,,,,,,,,,,,2.2,2.1,2.2,2.1,2.1,2.1,3.6,3.6,2.7,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,71.0,81.0,,0.0,99.0,,0.0,2.5,2.43767,,,,,,2.4,3.4,3.2,2.5,,2.6,,,,,,06257,[2.4007518e+09],0-20000-0-06257,Wijk aan Zee,52.5053,4.6031,8.5,,
,,,,,,,7.48017,8.04,8.43,8.43,9.32,9.69,9.69,,,,,,,,,,,,,,,,86.7,71.7,,3.6,97.0,7.44,7.44,0.49,8.37,8.37,8.37,8.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06258,[2.4007518e+09],0-20000-0-06258,Houtribdijk,52.6481,5.4006,7.25,,
0.0,21.42,195.48,0.038,0.0,4.3575,0.0350001,2.133,1.89,2.9,2.9,3.01,4.14,4.14,3.9,4.2,3.9,4.2,3.7,3.5,3.8,3.5,3.5,3.5,4.3,4.3,4.3,0.0,0.0,31.0,347.3,0.0,16.9,75.9,1.07,1.07,0.37,2.47,2.47,2.0,2.0,244.921,244.921,0.0,0.0,244.921,244.921,0.0,0.0,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0,8.0,996.097,0.0,996.33,0.0,995.8,0.0,53.0,51.0,57.0,996.325,0.0,100.0,0.0,0.0,3.7,3.7,4.2,4.2,4.4,5.2,6.6,3.7,4.2,4.1,3.6,0.0,3.7,,10.0,10.0,,2320.0,06260,[2.4007518e+09],0-20000-0-06260,De Bilt,52.0989,5.1797,1.9,,
0.0,20.7,208.2,0.07,0.0,4.27517,0.023,5.16233,5.96,5.96,5.96,8.35,8.35,8.35,,,,,0.4,0.3,0.5,0.3,0.3,0.3,0.8,1.9,0.7,0.0,0.0,86.3,46.4,0.0,9.0,109.7,5.09,5.09,0.76,7.32,7.32,7.32,7.32,434.921,434.921,544.921,0.0,434.921,434.921,544.921,0.0,8.0,6.0,8.0,0.0,8.0,6.0,8.0,0.0,8.0,,0.0,,0.0,,0.0,64.0,57.0,70.0,,0.0,94.0,0.0,0.0,0.4,0.0582717,,,,,,-0.4,0.6,0.6,0.3,,0.4,,10.0,10.0,,4350.0,06267,[2.4007518e+09],0-20000-0-06267,Stavoren,52.8967,5.3833,-1.3,,
0.0,20.1,192.48,0.0249833,0.0,4.81498,0.0109834,4.32317,4.64,4.88,4.88,5.79,6.24,6.24,,,,,1.5,1.5,1.5,1.3,1.3,1.3,2.4,3.2,1.9,0.0,0.0,65.7,42.2,0.0,6.6,90.0,3.87,3.87,0.55,5.73,5.73,5.15,5.15,304.921,304.921,0.0,0.0,304.921,304.921,0.0,0.0,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0,8.0,997.184,0.0,996.624,0.0,997.1,0.0,69.0,66.0,73.0,996.641,0.0,98.0,0.0,0.0,1.4,1.28001,,,,,,1.2,1.7,1.6,1.3,,1.5,2150.0,20.0,20.0,2630.0,2150.0,06269,[2.4007518e+09],0-20000-0-06269,Lelystad Airport,52.4483,5.5081,-4.52,,
0.0,28.86,219.84,2.18667,0.0,4.21433,0.0,4.941,5.65,5.94,5.94,9.54,9.54,9.54,,,,,-0.2,-0.2,-0.2,-0.3,-0.3,-0.3,0.6,1.3,0.1,0.0,0.0,94.1,61.9,0.0,8.8,129.4,5.65,5.65,1.27,9.54,9.54,9.54,9.54,904.921,904.921,1014.92,0.0,904.921,904.921,1014.92,0.0,8.0,4.0,8.0,0.0,8.0,4.0,8.0,0.0,8.0,997.686,0.0,997.72,0.0,997.6,0.0,102.0,92.0,109.0,997.718,0.0,87.0,0.0,0.0,0.1,-0.640746,,,,,,-1.7,0.2,0.1,0.0,,0.1,9000.0,10.0,10.0,3600.0,9000.0,06270,[2.4007518e+09],0-20000-0-06270,Leeuwarden Airport,53.2231,5.7517,0.27,,
0.0,17.58,224.88,0.067,0.0,4.26248,0.0,4.82,4.99,5.28,5.28,6.93,7.75,7.75,1.4,1.6,1.8,1.9,0.3,0.3,0.3,0.2,0.2,0.2,1.1,1.8,0.9,0.0,0.0,83.2,56.3,0.0,7.5,105.5,4.41,4.41,0.82,6.93,6.93,6.6,6.6,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,48.0,46.0,52.0,,0.0,95.0,0.0,0.0,0.3,0.0167561,1.6,1.9,2.3,3.5,5.8,-0.3,0.5,0.4,0.3,,0.3,8530.0,10.0,10.0,1750.0,8530.0,06273,[2.4007518e+09],0-20000-0-06273,Marknesse,52.7019,5.8875,-3.35,,
0.0,26.46,179.82,0.117,0.0,4.09915,0.0,3.64333,4.18,4.18,4.18,5.75,5.75,5.75,,,,,2.4,2.4,2.4,2.0,2.0,2.0,3.3,3.4,2.7,0.0,0.0,48.0,16.9,0.0,9.6,74.5,3.52,3.52,0.63,5.75,5.75,5.75,5.75,174.921,174.921,284.921,0.0,174.921,174.921,284.921,0.0,8.0,3.0,8.0,0.0,8.0,3.0,8.0,0.0,8.0,990.785,0.0,996.339,0.0,990.4,0.0,75.0,72.0,80.0,996.219,0.0,97.0,0.0,0.0,2.0,1.81499,,,,,,1.6,2.8,2.8,2.0,,2.2,1760.0,10.0,20.0,2620.0,1760.0,06275,[2.4007518e+09],0-20000-0-06275,Deelen Airport,52.0547,5.8722,45.23,,
4.6,28.38,145.44,1.66783,0.012,1.94583,0.145,6.19767,6.55,7.52,7.69,9.83,10.86,10.86,,,,,-0.8,-0.8,-0.6,-0.8,-0.8,-0.7,0.1,0.7,0.1,,,105.6,73.1,0.0,7.7,130.8,6.02,6.02,0.76,8.66,8.66,8.66,8.66,,,,,,,,,,,,,,,,,,,,,,,,82.0,80.0,85.0,,0.0,90.0,0.0,0.0,0.0,-0.560634,,,,,,-1.4,0.2,0.2,0.0,,0.1,,,,,,06277,[2.4007518e+09],0-20000-0-06277,Lauwersoog,53.4117,6.1992,2.9,,
0.0,25.44,264.54,0.117,0.0,3.476,0.0,4.7,5.13,5.69,5.69,8.53,8.53,8.53,,,,,-0.4,-0.4,-0.4,-0.5,-0.5,-0.5,0.6,1.6,0.0,0.0,0.0,89.5,64.7,0.0,9.3,118.1,4.29,4.29,0.66,6.57,6.57,5.98,5.98,824.921,824.921,934.921,1054.92,824.921,824.921,934.921,1054.92,8.0,5.0,7.0,8.0,8.0,5.0,7.0,8.0,8.0,995.7,0.0,997.67,0.0,995.5,0.0,70.0,64.0,79.0,997.601,0.0,87.0,0.0,0.0,-0.3,-1.02691,,,,,,-2.1,-0.2,-0.2,-0.3,,-0.3,12000.0,2.0,2.0,2660.0,12000.0,06279,[2.4007518e+09],0-20000-0-06279,Hoogeveen,52.7489,6.5731,15.82,,
60.0,29.58,215.46,0.6825,0.182833,1.6265,0.182834,4.08917,4.43,5.94,5.94,6.7,8.95,8.95,,,,,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,0.2,0.9,-0.3,7.0,7.0,91.5,60.5,600.0,11.2,129.4,3.54,3.54,0.66,5.98,5.98,5.67,5.67,704.921,704.921,854.921,1954.92,704.921,704.921,854.921,1954.92,8.0,3.0,5.0,7.0,8.0,3.0,5.0,7.0,8.0,997.796,0.18,998.199,600.0,997.7,70.0,75.0,71.0,79.0,998.184,0.258,93.0,0.0,0.0,-0.3,-0.689599,,,,,,-1.1,-0.2,-0.2,-0.3,,-0.3,3300.0,71.0,71.0,3490.0,3300.0,06280,[2.4007518e+09],0-20000-0-06280,Groningen Airport Eelde,53.1236,6.5847,3.23,,
0.0,17.4,203.22,0.179833,0.0,3.7825,0.0600001,3.87,4.35,4.55,4.55,6.53,6.53,6.53,,,,,1.5,1.5,1.5,1.3,1.3,1.3,2.6,2.9,2.1,,,58.8,18.3,0.0,9.0,84.4,3.6,3.6,0.53,5.52,5.52,4.9,4.9,,,,,,,,,,,,,,,,,,,,,,,,52.0,48.0,59.0,,0.0,93.0,0.0,0.0,1.3,0.884212,,,,,,0.3,1.5,1.5,1.3,0.0,1.3,,,,,,06283,[2.4007518e+09],0-20000-0-06283,Hupsel,52.0678,6.6567,29.07,,
60.0,42.36,217.32,4.22417,0.395833,4.33917,2.09584,6.1365,6.88,6.88,6.97,9.32,9.32,9.34,0.8,0.9,1.1,1.1,-1.1,-1.1,-1.1,-1.0,-1.0,-1.0,-0.1,0.5,-0.1,,,94.8,66.1,600.0,6.9,118.1,5.81,5.81,0.72,8.14,8.14,7.96,7.96,,,,,,,,,,,,,,,,,,,,,,,,122.0,120.0,126.0,,0.329,90.0,0.0,0.0,-0.2,-0.755356,0.9,1.1,1.6,2.7,5.8,-1.6,-0.1,-0.1,-0.2,,-0.1,,,,,,06286,[2.4007518e+09],0-20000-0-06286,Nieuw Beerta,53.1944,7.1492,-0.2,,
0.0,26.88,274.14,0.044,0.0,2.6105,0.0,3.52217,3.73,4.22,4.22,6.02,6.66,6.66,,,,,0.4,0.4,0.4,0.1,0.1,0.1,1.9,3.1,1.5,0.0,0.0,65.2,26.7,0.0,11.4,109.7,3.73,3.73,0.74,6.02,6.02,6.02,6.02,674.921,674.921,794.921,0.0,674.921,674.921,794.921,0.0,8.0,6.0,8.0,0.0,8.0,6.0,8.0,0.0,8.0,992.589,0.0,996.674,0.0,992.4,0.0,83.0,78.0,91.0,996.556,0.0,92.0,0.0,0.0,0.3,-0.158688,,,,,,-0.8,0.6,0.6,0.2,,0.3,,24.0,24.0,,8710.0,06290,[2.4007518e+09],0-20000-0-06290,Twenthe Airport,52.2731,6.8908,33.02,,
51.8,43.92,167.04,0.021,0.0,10.4338,0.0,1.63383,1.65,2.37,2.97,2.43,2.9,4.22,,,,,1.8,1.8,1.8,2.2,2.2,2.2,4.8,5.7,3.9,6.0,8.0,45.1,8.4,0.0,19.1,84.4,1.5,1.5,0.18,2.22,2.22,1.95,1.95,-1.0,34.9213,0.0,0.0,-1.0,34.9213,0.0,0.0,9.0,9.0,0.0,0.0,9.0,9.0,0.0,0.0,9.0,994.899,0.367,995.883,600.0,994.8,60.0,129.0,115.0,154.0,995.863,0.0,99.0,0.0,0.0,3.7,3.6338,,,,,,3.7,4.7,4.5,3.5,0.1,3.7,172.003,61.0,81.0,4680.0,158.0,06310,[2.4007518e+09],0-20000-0-06310,Vlissingen,51.4414,3.5958,8.03,,
,,,,,,,2.63089,3.84439,3.84439,3.84439,5.25673,5.25673,5.25673,,,,,,,,5.3,5.3,5.3,8.3,8.4,7.5,1.0,1.0,104.0,77.3,,7.1,129.4,3.75286,4.51,0.45,,,4.80862,5.58,104.921,104.921,504.921,1214.92,104.921,104.921,504.921,1214.92,8.0,4.0,7.0,7.0,8.0,4.0,7.0,7.0,8.0,990.733,0.0,995.984,0.0,991.1,0.0,,,,995.949,,94.0,0.0,,5.3,4.87398,,,,,,4.5,,,5.3,,5.7,5250.0,10.0,10.0,3400.0,5250.0,06317,[2.4007518e+09],0-528-0-06317,Borssele Alpha,51.7,3.0567,43.42,,
0.0,54.6,187.98,0.01,0.0,8.7665,0.0,0.741,1.19,1.52,1.87,1.69,2.0,2.33,,,,,0.2,0.2,0.2,1.0,1.0,1.0,5.9,5.9,4.5,0.0,0.0,338.7,305.2,0.0,12.5,28.1,0.76,0.76,0.2,1.69,1.69,1.4,1.4,,,,,,,,,,,,,,,,,,995.675,0.0,995.881,0.0,995.5,0.0,152.0,149.0,160.0,995.877,0.0,99.0,0.0,0.0,4.5,4.43159,,,,,,4.5,5.6,5.5,4.4,,4.5,1660.0,20.0,20.0,4850.0,1660.0,06319,[2.4007518e+09],0-20000-0-06319,Westdorpe,51.2247,3.8611,1.68,,
