D1H,Q1H,Q24H,R12H,R1H,R24H,R6H,Sav1H,Sax1H,Sax3H,Sax6H,Sx1H,Sx3H,Sx6H,Tb1n6,Tb1x6,Tb2n6,Tb2x6,Tgn12,Tgn14,Tgn6,Tn12,Tn14,Tn6,Tx12,Tx24,Tx6,W10,W10-10,dd,dn,dr,dsd,dx,ff,ffs,fsd,fx,fxs,gff,gffs,h,h1,h2,h3,hc,hc1,hc2,hc3,n,n1,n2,n3,nc,nc1,nc2,nc3,nhc,p0,pg,pp,pr,ps,pwc,qg,qgn,qgx,qnh,rg,rh,sq,ss,ta,tb,tb1,tb2,tb3,tb4,tb5,td,tg,tgn,tn,tsd,tx,vv,ww,ww-10,za,zm,station,time,wsi,stationname,lat,lon,height,product,projection
,33.24,169.32,0.023,0.0,8.5225,0.0,1.01317,1.54,3.52,3.52,2.49,4.55,4.55,4.3,4.5,4.5,4.6,0.6,0.6,0.6,1.3,1.3,1.3,5.0,5.8,4.2,,,32.3,350.2,0.0,11.5,64.7,1.48,1.48,0.22,2.14,2.14,2.14,2.14,,,,,,,,,,,,,,,,,,995.595,,995.797,,995.4,,97.0,92.0,104.0,995.793,0.0,99.0,0.0,0.0,3.9,3.83324,4.5,4.6,4.7,5.5,7.1,3.9,4.8,4.8,3.8,,4.1,,,,,,06323,[2.4007518e+09],0-20000-0-06323,Wilhelminadorp,51.5258,3.8836,1.65,,
0.0,20.4,151.62,0.0,0.0,6.375,0.0,2.09967,1.89,3.63,3.93,2.43,4.76,5.42,,,,,2.6,2.6,2.6,2.7,2.7,2.7,5.7,5.7,5.7,,,116.9,94.2,0.0,10.6,143.4,1.81,1.81,0.18,2.43,2.43,2.35,2.35,,,,,,,,,,,,,,,,,,994.576,,996.022,,994.6,,56.0,51.0,59.0,996.0,0.0,99.0,0.0,0.0,5.6,5.52854,,,,,,5.6,5.8,5.8,5.6,,5.6,,,,,,06330,[2.4007518e+09],0-20000-0-06330,Hoek van Holland,51.9911,4.1217,11.86,,
0.0,,,0.0,0.0,7.63533,0.0,1.34817,1.56,2.99,2.99,2.64,3.89,3.89,,,,,1.2,1.2,4.0,3.3,3.3,4.0,5.5,5.6,5.0,0.0,0.0,54.1,25.3,0.0,12.4,91.4,1.48,1.48,0.28,2.24,2.24,2.22,2.22,114.921,114.921,0.0,0.0,114.921,114.921,0.0,0.0,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0,8.0,993.771,0.0,995.608,0.0,993.7,0.0,,,,995.578,0.0,99.0,0.0,,4.9,4.83047,,,,,,4.8,5.6,5.4,4.8,,4.9,1220.0,20.0,20.0,3220.0,1220.0,06340,[2.4007518e+09],0-20000-0-06340,Woensdrecht Airport,51.4478,4.3419,15.04,,
,,,,,,,2.82617,3.52,4.51,4.51,4.72,5.5,5.5,,,,,,,,,,,,,,,,38.6,11.3,,10.5,64.7,2.66,2.66,0.24,3.3,3.3,3.3,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06343,[2.4007518e+09],0-20000-0-06343,Rotterdam Geulhaven,51.8919,4.3125,3.5,,
0.0,23.94,171.36,0.0,0.0,6.53433,0.0,2.521,3.09,3.46,3.46,4.53,4.84,4.84,,,,,4.3,4.1,4.3,4.2,4.2,4.2,5.7,5.7,5.7,0.0,0.0,48.9,,0.0,15.2,,2.55,2.55,0.45,3.58,3.58,3.58,3.58,524.921,524.921,0.0,0.0,524.921,524.921,0.0,0.0,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0,8.0,996.776,0.0,996.147,0.0,996.8,0.0,43.0,37.0,54.0,996.158,0.0,96.0,0.0,0.0,5.4,5.11549,,,,,,4.9,5.4,5.4,5.4,,5.4,6860.0,10.0,10.0,1630.0,6860.0,06344,[2.4007518e+09],0-20000-0-06344,Rotterdam Airport,51.9606,4.4469,-5.14,,
0.0,25.08,194.94,0.0,0.0,4.91667,0.0,1.9405,2.59,3.19,3.19,3.51,4.64,4.64,,,,,3.1,3.1,4.3,3.8,3.7,4.3,5.1,5.1,5.1,1.0,1.0,48.9,15.5,0.0,9.6,70.3,1.52,1.52,0.35,2.29,2.29,2.29,2.29,,,,,,,,,,,,,,,,,,996.292,0.0,996.205,0.0,996.1,0.0,88.0,67.0,114.0,996.207,0.0,97.0,0.0,0.0,5.1,4.88937,,,,,,4.6,5.5,5.4,4.9,0.1,5.1,,10.0,10.0,,3250.0,06348,[2.4007518e+09],0-20000-0-06348,Cabauw,51.9692,4.9258,-0.71,,
0.0,20.88,152.4,0.0,0.0,7.04333,0.0,2.53633,2.74,2.9,2.9,3.75,3.93,3.93,,,,,3.0,3.0,4.4,3.7,3.5,4.1,5.6,5.6,5.6,0.0,0.0,42.3,26.7,0.0,7.0,68.9,2.37,2.37,0.28,3.54,3.54,3.34,3.34,444.921,444.921,564.921,674.921,444.921,444.921,564.921,674.921,8.0,2.0,7.0,8.0,8.0,2.0,7.0,8.0,8.0,994.292,0.0,995.753,0.0,994.3,0.0,57.0,54.0,61.0,995.727,0.0,96.0,0.0,0.0,5.4,5.11543,,,,,,5.0,6.0,6.0,5.4,,5.5,6070.0,10.0,10.0,2240.0,6070.0,06350,[2.4007518e+09],0-20000-0-06350,Gilze-Rijen Airport,51.565,4.9353,11.95,,
0.0,25.74,154.56,0.006,0.0,5.33683,0.0,2.71583,3.19,3.19,3.19,4.57,4.57,4.57,,,,,4.1,4.0,4.7,4.6,4.4,4.9,5.7,5.7,5.7,0.0,0.0,38.6,21.1,0.0,6.5,63.3,2.7,2.7,0.41,3.87,3.87,3.87,3.87,334.921,334.921,444.921,694.921,334.921,334.921,444.921,694.921,8.0,3.0,6.0,7.0,8.0,3.0,6.0,7.0,8.0,993.1,0.0,995.623,0.0,993.0,0.0,50.0,45.0,73.0,995.586,0.0,95.0,0.0,0.0,5.5,5.14247,,,,,,4.9,5.7,5.7,5.5,,5.7,2500.0,10.0,10.0,2720.0,2500.0,06370,[2.4007518e+09],0-20000-0-06370,Eindhoven Airport,51.4497,5.3769,20.69,,
0.0,22.92,162.0,0.230333,0.005,4.42398,0.00500001,2.56267,3.27,3.34,3.34,3.93,4.64,4.64,,,,,4.1,4.0,4.1,3.7,3.7,3.7,4.6,5.2,4.6,0.0,0.0,60.6,25.3,0.0,11.5,87.2,2.08,2.08,0.24,3.42,3.42,2.82,2.82,254.921,254.921,0.0,0.0,254.921,254.921,0.0,0.0,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0,8.0,993.297,0.0,995.725,0.0,993.3,0.0,76.0,69.0,84.0,995.681,0.0,95.0,0.0,0.0,4.1,3.76212,,,,,,3.4,4.6,4.5,3.9,,4.1,1860.0,10.0,10.0,3210.0,1860.0,06375,[2.4007518e+09],0-20000-0-06375,Volkel Airport,51.6586,5.7067,19.85,,
0.0,18.6,153.36,0.016,0.0,5.75283,0.0,1.62217,1.77,2.39,2.39,2.31,3.25,3.25,,,,,2.8,2.8,2.8,4.0,4.0,4.2,6.1,6.1,5.6,1.0,0.0,326.2,,0.0,8.4,,1.62,1.62,0.2,2.16,2.16,2.16,2.16,124.921,124.921,244.921,364.921,124.921,124.921,244.921,364.921,8.0,6.0,7.0,8.0,8.0,6.0,7.0,8.0,8.0,981.482,0.0,995.041,0.0,981.4,0.0,47.0,44.0,51.0,995.024,0.0,99.0,0.0,0.0,5.5,5.42878,,,,,,5.4,5.7,5.7,5.5,,5.6,1870.0,10.0,10.0,1300.0,1870.0,06380,[2.4007518e+09],0-20000-0-06380,Maastricht Airport,50.9053,5.7619,112.72,,
0.0,16.56,155.82,0.300667,0.0,4.07082,0.0,1.74217,2.08,2.43,2.43,3.19,3.67,3.67,,,,,4.0,3.9,4.1,3.8,3.8,3.8,4.5,5.6,4.3,,,32.4,7.0,0.0,8.8,71.7,1.85,1.85,0.37,3.03,3.03,2.99,2.99,,,,,,,,,,,,,,,,,,,,,,,,62.0,58.0,67.0,,0.0,98.0,0.0,0.0,4.0,3.86704,,,,,,3.7,4.4,4.3,3.9,,4.0,,,,,,06392,[2.4007518e+09],0-528-0-06392,Horst,51.4869,6.0561,21.88,,
0.0,9.48,1770.54,0.0,0.0,0.0,0.0,5.521,6.02,7.34,7.34,7.96,10.0,10.0,,,,,24.4,24.4,24.4,24.9,24.9,24.9,26.0,29.5,25.6,,,94.3,61.9,0.0,8.7,142.0,5.89,5.89,0.84,7.32,7.32,7.32,7.32,,,,,,,,,,,,,,,,,,1013.12,,1016.71,,1012.9,,70.0,44.0,135.0,1016.84,0.0,76.0,0.0,0.0,25.6,22.3843,,,,,,21.1,25.4,25.0,25.3,,25.6,,,,,,78871,[2.4007518e+09],0-20000-0-78871,Saba Airport,17.6461,-63.2208,31.0,,
,13.14,,,,,,4.0215,4.47,5.05,5.05,7.03,7.19,7.69,,,,,20.5,20.5,20.5,22.7,22.7,22.7,25.6,29.2,25.1,,,89.0,59.1,,8.8,119.5,4.47,4.47,0.72,7.03,7.03,7.03,7.03,,,,,,,,,,,,,,,,,,1012.98,,1017.16,,1012.8,,115.0,100.0,127.0,1017.31,,78.0,0.0,10.0,25.1,22.2008,,,,,,21.1,24.4,23.7,24.8,,25.1,,,,,,78873,[2.4007518e+09],0-20000-0-78873,Sint Eustatius Airport,17.4956,-62.9828,36.02,,
0.0,5.82,1798.92,0.0,0.0,0.01,0.0,5.19583,6.22,6.22,6.22,8.58,8.58,8.58,,,,,23.6,23.6,23.6,24.7,24.7,24.7,26.5,30.6,25.9,0.0,0.0,91.7,67.5,0.0,6.7,116.7,6.22,6.22,0.63,8.58,8.58,8.58,8.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1014.67,0.0,1014.91,0.0,1014.6,0.0,56.0,46.0,69.0,1014.92,0.0,71.0,0.0,10.0,25.7,21.7507,,,,,,20.2,24.9,24.7,25.6,,25.7,19300.0,1.0,2.0,1880.0,19300.0,78990,[2.4007518e+09],0-20000-0-78990,Bonaire Airport,12.13,-68.2758,2.11,,
