D1H,Q1H,Q24H,R12H,R1H,R24H,R6H,Sav1H,Sax1H,Sax3H,Sax6H,Sx1H,Sx3H,Sx6H,Tb1n6,Tb1x6,Tb2n6,Tb2x6,Tgn12,Tgn14,Tgn6,Tn12,Tn14,Tn6,Tx12,Tx24,Tx6,W10,W10-10,dd,dn,dr,dsd,dx,ff,ffs,fsd,fx,fxs,gff,gffs,h,h1,h2,h3,hc,hc1,hc2,hc3,n,n1,n2,n3,nc,nc1,nc2,nc3,nhc,p0,pg,pp,pr,ps,pwc,qg,qgn,qgx,qnh,rg,rh,sq,ss,ta,tb,tb1,tb2,tb3,tb4,tb5,td,tg,tgn,tn,tsd,tx,vv,ww,ww-10,za,zm,station,time,wsi,stationname,lat,lon,height,product,projection
0.0,0.0,115.02,0.0,0.0,0.0,0.0,6.7585,7.01,7.01,7.71,8.64,9.34,10.39,,,,,-1.5,-1.8,-0.6,-1.7,-1.9,-0.6,-0.3,-0.3,-0.3,,,87.9,64.7,0.0,5.9,113.9,7.01,7.01,0.78,8.82,8.82,8.64,8.64,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,0.0,86.0,0.0,0.0,-0.6,-1.36491,,,,,,-2.6,-0.6,-0.6,-0.6,,-0.6,,,,,,06277,[2.4005286e+09],0-20000-0-06277,Lauwersoog,53.4117,6.1992,2.9,,
0.0,0.0,256.62,0.0,0.0,0.0,0.0,2.88233,3.09,3.65,4.39,5.03,5.85,6.68,,,,,-2.0,-3.2,-1.0,-2.1,-2.8,-0.5,0.0,0.0,-0.1,,,60.1,22.5,0.0,12.1,95.6,2.8,2.8,0.59,5.13,5.13,4.55,4.55,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,88.0,0.0,0.0,-0.2,-0.867377,,,,,,-1.9,-0.3,-0.4,-0.2,,-0.1,,,,,,06278,[2.4005286e+09],0-20000-0-06278,Heino,52.4344,6.2589,3.6,,
,0.0,132.0,0.01,0.0,0.01,0.0,4.086,4.43,4.43,5.32,6.47,6.49,7.56,,,,,-1.5,-3.0,-0.7,-1.5,-2.7,-0.5,-0.3,-0.3,-0.3,0.0,0.0,84.3,56.3,0.0,9.3,111.1,4.18,4.18,0.63,5.77,5.77,5.77,5.77,884.921,884.921,1024.92,0.0,884.921,884.921,1024.92,0.0,8.0,5.0,8.0,0.0,8.0,5.0,8.0,0.0,8.0,997.602,0.0,999.582,0.0,997.5,0.0,0.0,0.0,0.0,999.502,0.0,85.0,0.0,0.0,-0.5,-1.33099,,,,,,-2.6,-0.6,-0.6,-0.5,,-0.4,4370.0,10.0,10.0,2.0,4370.0,06279,[2.4005286e+09],0-20000-0-06279,Hoogeveen,52.7489,6.5731,15.82,,
,0.0,99.36,0.0,0.0,0.0,0.0,5.14983,5.54,5.54,5.54,8.64,8.64,8.64,,,,,-1.5,-2.2,-0.9,-1.5,-2.1,-0.8,-0.2,-0.2,-0.2,1.0,1.0,75.7,42.2,0.0,9.7,108.3,4.14,4.14,0.76,7.52,7.52,6.7,6.7,724.921,724.921,844.921,0.0,724.921,724.921,844.921,0.0,8.0,5.0,8.0,0.0,8.0,5.0,8.0,0.0,8.0,999.897,0.0,1000.3,0.0,999.7,0.0,0.0,0.0,0.0,1000.28,0.0,89.0,0.0,0.0,-0.8,-1.39874,,,,,,-2.2,-0.9,-0.9,-0.8,,-0.8,4260.0,10.0,10.0,5.38,4260.0,06280,[2.4005286e+09],0-20000-0-06280,Groningen Airport Eelde,53.1236,6.5847,3.23,,
0.0,0.0,308.94,0.0,0.0,0.0,0.0,2.3965,2.74,2.84,3.63,4.22,4.22,5.56,,,,,-2.7,-3.2,-1.2,-2.4,-2.6,-0.6,0.7,0.7,0.6,,,51.2,22.5,0.0,11.2,88.6,2.45,2.45,0.43,4.04,4.04,3.83,3.83,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,87.0,0.0,0.0,-0.1,-0.826954,,,,,,-1.9,-0.5,-0.6,-0.2,0.0,-0.1,,,,,,06283,[2.4005286e+09],0-20000-0-06283,Hupsel,52.0678,6.6567,29.07,,
0.0,0.0,110.16,0.03,0.0,0.03,0.0,5.462,5.73,5.98,6.37,7.85,8.04,9.4,0.7,0.8,1.0,1.0,-1.4,-2.0,-1.0,-1.4,-1.9,-1.0,-0.4,-0.4,-0.4,,,82.4,54.8,0.0,6.7,108.3,5.73,5.73,0.78,7.67,7.67,7.42,7.42,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,0.0,88.0,0.0,0.0,-0.9,-1.54532,0.7,1.0,1.7,2.9,6.0,-2.6,-1.0,-1.0,-0.9,,-0.9,,,,,,06286,[2.4005286e+09],0-20000-0-06286,Nieuw Beerta,53.1944,7.1492,-0.2,,
,0.0,255.42,,,,,3.46983,4.06,4.06,4.06,6.37,6.37,6.37,,,,,-2.9,-3.6,-0.6,-2.7,-3.2,-0.4,0.5,0.5,0.3,1.0,1.0,59.8,21.1,,11.5,97.0,3.63,3.63,0.72,6.37,6.37,6.37,6.37,764.921,764.921,0.0,0.0,764.921,764.921,0.0,0.0,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0,8.0,994.891,0.0,999.022,0.0,994.7,0.0,0.0,0.0,0.0,998.858,,90.0,0.0,0.0,-0.4,-0.954857,,,,,,-1.7,-0.5,-0.5,-0.4,,-0.4,,10.0,10.0,,3000.0,06290,[2.4005286e+09],0-20000-0-06290,Twenthe Airport,52.2731,6.8908,33.02,,
,0.0,255.24,0.0,0.0,0.0,0.0,3.33067,4.02,5.19,5.25,5.01,7.46,7.46,,,,,-0.5,-0.5,-0.5,0.4,0.4,0.4,3.6,5.3,3.6,1.0,1.0,63.7,29.5,0.0,8.3,90.0,2.45,2.45,0.26,3.93,3.93,3.13,3.13,3614.92,3614.92,0.0,0.0,3614.92,3614.92,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,996.901,0.0,997.897,0.0,996.6,0.0,0.0,0.0,0.0,997.866,0.0,89.0,0.0,0.0,0.4,-0.234607,,,,,,-1.2,-0.5,-0.5,0.4,0.0,0.5,4340.0,10.0,10.0,5.72,4340.0,06310,[2.4005286e+09],0-20000-0-06310,Vlissingen,51.4414,3.5958,8.03,,
,,,,,,,3.89155,4.42688,6.10776,6.10776,5.89443,7.97989,7.97989,,,,,,,,2.4,2.4,2.4,3.9,6.8,3.9,0.0,0.0,104.6,80.2,,8.1,130.8,3.2952,3.96,0.47,,,4.7052,5.46,904.921,904.921,3304.92,0.0,904.921,904.921,3304.92,0.0,7.0,1.0,7.0,0.0,7.0,1.0,7.0,0.0,7.0,993.028,0.0,998.366,0.0,993.2,0.0,,,,998.245,,85.0,0.0,,2.7,1.73721,,,,,,0.5,,,2.7,,2.8,6580.0,10.0,10.0,0.0,6580.0,06317,[2.4005286e+09],0-528-0-06317,Borssele Alpha,51.7,3.0567,43.42,,
,0.0,275.46,0.0,0.0,0.0,0.0,1.92867,2.31,3.81,3.81,2.97,4.92,5.38,,,,,-2.3,-2.3,-2.3,-0.6,-0.6,-0.6,4.2,4.2,4.1,1.0,1.0,72.2,56.3,0.0,7.1,90.0,1.5,1.5,0.22,2.59,2.59,2.28,2.28,,,,,,,,,,,,,,,,,,997.778,0.0,997.988,0.0,997.5,0.0,0.0,0.0,0.0,997.98,0.0,95.0,0.0,0.0,-0.5,-0.775309,,,,,,-1.2,-2.3,-2.3,-0.6,,-0.4,4470.0,10.0,10.0,2.0,4470.0,06319,[2.4005286e+09],0-20000-0-06319,Westdorpe,51.2247,3.8611,1.68,,
,0.0,428.52,0.0,0.0,0.0,0.0,3.25083,3.65,5.48,6.14,5.09,7.23,8.74,4.3,4.8,4.7,4.9,-1.2,-1.5,-1.2,-0.4,-0.4,-0.4,4.6,4.6,4.1,,,87.7,56.3,0.0,9.0,118.1,2.97,2.97,0.41,4.33,4.33,3.93,3.93,,,,,,,,,,,,,,,,,,997.798,,998.003,,997.5,,0.0,0.0,0.0,997.996,0.0,87.0,0.0,0.0,0.1,-0.640619,4.3,4.7,4.9,6.0,7.3,-1.7,-0.5,-0.7,-0.1,,0.1,,,,,,06323,[2.4005286e+09],0-20000-0-06323,Wilhelminadorp,51.5258,3.8836,1.65,,
0.0,0.0,439.98,0.0,0.0,0.0,0.0,3.144,3.38,4.84,5.69,4.53,7.36,7.63,,,,,-2.5,-2.5,-2.5,-1.6,-1.6,-1.6,3.1,3.1,2.0,,,75.1,59.1,0.0,5.7,91.4,3.38,3.38,0.28,4.47,4.47,4.33,4.33,,,,,,,,,,,,,,,,,,997.278,,998.761,,997.1,,0.0,0.0,0.0,998.702,0.0,92.0,0.0,0.0,-1.6,-2.01841,,,,,,-2.6,-2.5,-2.5,-1.6,,-1.4,,,,,,06330,[2.4005286e+09],0-20000-0-06330,Hoek van Holland,51.9911,4.1217,11.86,,
,,,0.0,0.0,0.0,0.0,2.63733,3.25,3.36,4.39,3.96,4.53,6.08,,,,,-2.9,-3.0,-2.9,-2.1,-2.1,-2.1,4.9,4.9,4.0,1.0,0.0,62.4,50.6,0.0,4.3,77.3,2.55,2.55,0.14,3.46,3.46,3.05,3.05,3204.92,3204.92,0.0,0.0,3204.92,3204.92,0.0,0.0,6.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0,6.0,996.072,0.0,997.951,0.0,995.9,0.0,,,,997.879,0.0,91.0,0.0,,-1.6,-2.07126,,,,,,-2.9,-2.1,-2.1,-1.6,,-1.3,4660.0,10.0,10.0,4.0,4660.0,06340,[2.4005286e+09],0-20000-0-06340,Woensdrecht Airport,51.4478,4.3419,15.04,,
,,,,,,,3.53067,5.42,6.95,7.15,7.09,9.69,9.69,,,,,,,,,,,,,,,,53.4,28.1,,9.1,84.4,3.21,3.21,0.39,4.9,4.9,4.43,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06343,[2.4005286e+09],0-20000-0-06343,Rotterdam Geulhaven,51.8919,4.3125,3.5,,
,0.0,490.44,0.0,0.0,0.0,0.0,1.9695,2.78,3.89,4.84,3.27,5.36,6.86,,,,,-4.6,-4.6,-4.6,-2.9,-2.9,-2.9,2.2,2.3,1.3,1.0,,45.1,,0.0,7.9,,1.95,1.95,0.33,3.27,3.27,2.57,2.57,2344.16,2344.16,0.0,0.0,2344.16,2344.16,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,999.278,0.0,998.633,0.0,999.2,0.0,0.0,0.0,0.0,998.66,0.0,93.0,0.0,0.0,-2.2,-2.55522,,,,,,-3.1,-4.5,-4.6,-2.5,,-2.2,3220.0,10.0,,4.4,3220.0,06344,[2.4005286e+09],0-20000-0-06344,Rotterdam Airport,51.9606,4.4469,-5.14,,
,0.0,,0.0,0.0,,0.0,2.11317,2.26,2.59,3.72,2.89,3.96,5.49,,,,,-5.7,-5.7,-5.7,-3.6,-3.6,-3.6,1.5,,0.9,1.0,1.0,43.5,28.1,0.0,6.2,68.9,2.17,2.17,0.29,2.81,2.81,2.74,2.74,,,,,,,,,,,,,,,,,,998.797,0.0,998.708,0.0,998.6,0.0,0.0,0.0,0.0,998.712,0.0,92.0,0.0,0.0,-2.6,-2.99814,,,,,,-3.6,-4.2,-4.2,-2.6,0.0,-2.5,,10.0,10.0,,3280.0,06348,[2.4005286e+09],0-20000-0-06348,Cabauw,51.9692,4.9258,-0.71,,
,0.0,602.94,0.0,0.0,0.0,0.0,1.43033,1.56,3.05,3.89,2.04,4.24,5.4,,,,,-7.2,-7.2,-7.2,-3.6,-3.6,-3.6,3.3,3.3,2.1,1.0,1.0,8.5,358.6,0.0,3.8,19.7,1.56,1.56,0.18,2.04,2.04,2.04,2.04,23734.9,23734.9,0.0,0.0,23734.9,23734.9,0.0,0.0,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,996.594,0.0,998.093,0.0,996.5,0.0,0.0,0.0,0.0,998.03,0.0,91.0,0.0,0.0,-3.6,-4.026,,,,,,-4.9,-7.1,-7.2,-3.6,,-2.8,4440.0,10.0,10.0,4.0,4440.0,06350,[2.4005286e+09],0-20000-0-06350,Gilze-Rijen Airport,51.565,4.9353,11.95,,
0.0,0.0,558.42,0.0,0.0,0.0,0.0,2.71683,2.89,3.18,4.55,5.3,6.02,6.02,,,,,-4.2,-4.2,-4.2,-3.3,-3.3,-3.3,1.6,1.6,0.6,,,25.7,16.9,0.0,3.1,39.4,2.86,2.86,0.13,3.3,3.3,3.28,3.28,,,,,,,,,,,,,,,,,,998.339,,998.422,,998.1,,0.0,0.0,0.0,998.418,0.0,89.0,0.0,0.0,-3.3,-3.82928,,,,,,-4.8,-4.0,-4.0,-3.3,,-3.2,,,,,,06356,[2.4005286e+09],0-20000-0-06356,Herwijnen,51.8578,5.1453,0.66,,
,0.0,454.86,0.0,0.0,0.0,0.0,1.9825,2.22,2.61,3.13,2.55,3.42,4.97,,,,,-6.6,-6.6,-6.6,-4.7,-4.7,-4.7,2.1,2.9,2.0,1.0,1.0,34.7,29.5,0.0,3.3,43.6,2.22,2.22,0.1,2.55,2.55,2.55,2.55,24934.9,24934.9,0.0,0.0,24934.9,24934.9,0.0,0.0,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,995.403,0.0,998.003,0.0,995.3,0.0,0.0,0.0,0.0,997.889,0.0,92.0,0.0,0.0,-4.7,-5.05722,,,,,,-5.7,-6.3,-6.5,-4.7,,-4.0,3240.0,10.0,10.0,4.0,3240.0,06370,[2.4005286e+09],0-20000-0-06370,Eindhoven Airport,51.4497,5.3769,20.69,,
,0.0,314.34,0.0,0.0,0.0,0.0,1.0915,1.29,2.68,4.26,2.08,3.48,5.83,,,,,-6.5,-6.5,-6.5,-4.0,-4.0,-4.0,0.6,0.6,0.3,1.0,1.0,14.4,357.2,0.0,8.9,40.8,0.99,0.99,0.16,1.52,1.52,1.52,1.52,15664.9,15664.9,20834.9,0.0,15664.9,15664.9,20834.9,0.0,8.0,6.0,8.0,0.0,8.0,6.0,8.0,0.0,0.0,995.999,0.0,998.497,0.0,995.8,0.0,0.0,0.0,0.0,998.384,0.0,88.0,0.0,0.0,-3.9,-4.45995,,,,,,-5.6,-6.3,-6.5,-4.0,,-3.9,2840.05,10.0,10.0,5.26,2800.0,06375,[2.4005286e+09],0-20000-0-06375,Volkel Airport,51.6586,5.7067,19.85,,
,0.0,330.96,0.0,0.0,0.0,0.0,1.63517,2.08,3.11,3.46,2.37,3.83,4.66,,,,,-4.7,-4.7,-4.7,-2.8,-2.8,-2.8,2.7,2.7,1.7,1.0,1.0,52.6,,0.0,5.7,,1.5,1.5,0.26,2.28,2.28,2.28,2.28,17074.9,17074.9,0.0,0.0,17074.9,17074.9,0.0,0.0,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,983.484,0.0,997.432,0.0,983.3,0.0,0.0,0.0,0.0,997.026,0.0,93.0,0.0,0.0,-2.6,-2.94845,,,,,,-3.5,-4.7,-4.7,-2.6,,-2.3,4870.0,10.0,10.0,4.14,4870.0,06380,[2.4005286e+09],0-20000-0-06380,Maastricht Airport,50.9053,5.7619,112.72,,
0.0,0.0,233.16,0.018,0.0,,0.0,0.824667,0.99,1.77,2.74,1.34,3.11,4.04,,,,,-4.0,-4.0,-4.0,-2.8,-2.8,-2.8,1.3,1.3,0.9,,,341.0,323.4,0.0,7.9,0.0,0.99,0.99,0.1,1.34,1.34,1.34,1.34,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,92.0,0.0,0.0,-2.1,-2.50451,,,,,,-3.2,-3.0,-3.2,-2.2,,-2.1,,,,,,06392,[2.4005286e+09],0-528-0-06392,Horst,51.4869,6.0561,21.88,,
0.0,21.3,,,0.0,,,8.191,9.57,9.57,9.57,12.31,12.74,12.74,,,,,24.6,24.6,24.6,24.4,24.4,24.4,28.6,28.6,28.6,,,94.7,32.3,0.0,9.9,129.4,8.7,8.7,1.19,12.31,12.31,11.57,11.57,,,,,,,,,,,,,,,,,,1013.02,,1016.6,,1012.8,,32.0,29.0,41.0,1016.74,0.0,72.0,0.0,0.0,26.3,22.4479,,,,,,21.0,26.1,26.1,26.2,,26.4,,,,,,78871,[2.4005286e+09],0-20000-0-78871,Saba Airport,17.6461,-63.2208,31.0,,
,41.7,1571.88,,,,,7.07133,7.52,7.52,8.02,11.85,13.11,13.11,,,,,23.5,23.5,25.8,23.7,23.7,25.3,28.7,28.7,28.7,,,95.9,64.7,,8.8,125.2,7.05,7.05,1.17,9.92,9.92,9.92,9.92,,,,,,,,,,,,,,,,,,1012.78,,1016.95,,1012.7,,94.0,48.0,130.0,1017.11,,72.0,0.0,10.0,26.5,22.6312,,,,,,21.1,26.3,25.8,26.2,,26.5,,,,,,78873,[2.4005286e+09],0-20000-0-78873,Sint Eustatius Airport,17.4956,-62.9828,36.02,,
,72.36,2066.28,0.036,0.0,0.09,0.00400001,8.30683,8.74,8.74,9.46,11.57,12.47,13.92,,,,,24.2,24.1,29.6,24.7,24.7,28.2,31.6,31.6,31.6,0.0,0.0,82.0,59.1,0.0,8.5,115.3,8.0,8.0,1.07,10.64,10.64,10.64,10.64,1714.92,1714.92,0.0,0.0,1714.92,1714.92,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1012.17,0.0,1012.41,0.0,1012.1,0.0,171.0,72.0,254.0,1012.42,0.0,73.0,0.0,10.0,28.2,24.3375,,,,,,23.1,29.6,29.6,28.2,,28.8,23200.0,2.0,3.0,3770.0,23200.0,78990,[2.4005286e+09],0-20000-0-78990,Bonaire Airport,12.13,-68.2758,2.11,,
