D1H,Q1H,Q24H,R12H,R1H,R24H,R6H,Sav1H,Sax1H,Sax3H,Sax6H,Sx1H,Sx3H,Sx6H,Tb1n6,Tb1x6,Tb2n6,Tb2x6,Tgn12,Tgn14,Tgn6,Tn12,Tn14,Tn6,Tx12,Tx24,Tx6,W10,W10-10,dd,dn,dr,dsd,dx,ff,ffs,fsd,fx,fxs,gff,gffs,h,h1,h2,h3,hc,hc1,hc2,hc3,n,n1,n2,n3,nc,nc1,nc2,nc3,nhc,p0,pg,pp,pr,ps,pwc,qg,qgn,qgx,qnh,rg,rh,sq,ss,ta,tb,tb1,tb2,tb3,tb4,tb5,td,tg,tgn,tn,tsd,tx,vv,ww,ww-10,za,zm,station,time,wsi,stationname,lat,lon,height,product,projection
,,,,,,,10.9862,11.0809,12.2174,13.0948,13.0495,14.5283,15.4103,,,,,,,,1.8,1.8,2.1,3.7,3.7,3.7,6.0,6.0,102.1,85.8,,3.5,112.5,11.0809,13.26,0.57,,,12.9457,14.97,1034.92,1034.92,1704.92,0.0,1034.92,1034.92,1704.92,0.0,8.0,1.0,8.0,0.0,8.0,1.0,8.0,0.0,8.0,985.321,0.6642,990.293,600.0,985.6,60.0,,,,990.219,,87.0,0.0,,3.7,2.82667,,,,,,1.8,,,3.6,,3.7,7750.0,61.0,61.0,0.0,7750.0,06218,[2.4006852e+09],0-528-0-06218,Hollandse Kust West Alpha,52.6797,3.8044,40.77,,
,,,,,,,6.577,7.15,7.15,8.72,9.13,9.44,13.73,,,,,,,,,,,,,,,,96.9,75.9,,6.9,123.8,7.15,7.15,0.68,9.13,9.13,9.13,9.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,06225,[2.4006852e+09],0-20000-0-06225,IJmuiden,52.4622,4.555,4.4,,
,,,,,,,11.4925,12.31,12.31,13.01,14.49,14.49,15.32,,,,,,,,,,,,,,,,104.7,94.2,,3.7,120.9,12.27,12.27,0.8,14.35,14.35,13.98,13.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06229,[2.4006852e+09],0-20000-0-06229,Texelhors,52.995,4.72,1.0,,
,0.12,,,,,,5.966,6.68,7.63,7.94,9.57,10.58,10.58,,,,,,,,,,,,,,6.0,,96.1,78.8,,5.8,115.3,5.67,5.67,0.76,8.02,8.02,7.54,7.54,,,,,2314.92,2314.92,0.0,0.0,,,,,8.0,8.0,0.0,0.0,,,0.402,,,,60.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,10600.0,61.0,,2.0,10600.0,06233,[2.4006852e+09],0-528-0-06233,Assendelft,52.4819,4.7258,-1.6,,
0.0,0.48,206.4,0.0,0.0,0.0,0.0,6.9975,7.15,8.55,8.88,11.07,13.07,13.24,,,,,-1.1,-1.6,0.4,-0.7,-0.7,0.3,1.8,1.8,1.8,0.0,0.0,106.3,75.9,0.0,9.7,140.6,7.15,7.15,1.05,10.76,10.76,10.76,10.76,4814.92,4814.92,5804.92,0.0,4814.92,4814.92,5804.92,0.0,8.0,5.0,8.0,0.0,8.0,5.0,8.0,0.0,8.0,992.468,0.0,992.539,0.0,992.4,0.0,1.0,1.0,1.0,992.537,0.0,85.0,0.0,0.0,1.7,0.77583,,,,,,-0.5,1.4,1.4,1.6,,1.7,11300.0,2.0,1.0,4.04,11300.0,06235,[2.4006852e+09],0-20000-0-06235,De Kooy Airport,52.9269,4.7811,0.57,,
,0.06,,,,,,6.33667,6.49,7.92,8.06,9.03,10.89,11.57,,,,,,,,,,,,,,8.0,,102.6,80.2,,6.4,128.0,6.49,6.49,0.59,8.53,8.53,8.35,8.35,,,,,2354.92,2354.92,0.0,0.0,,,,,8.0,8.0,0.0,0.0,,,0.523,,,,60.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,8500.0,81.0,,4.0,8500.0,06236,[2.4006852e+09],0-528-0-06236,Muiden,52.3353,5.0922,-0.9,,
,0.06,,,,,,3.72617,4.72,5.73,5.73,8.2,9.01,9.54,,,,,,,,,,,,,,6.0,,96.2,49.2,,11.7,139.2,4.72,4.72,1.03,8.2,8.2,8.2,8.2,,,,,1894.92,1894.92,0.0,0.0,,,,,8.0,8.0,0.0,0.0,,,1.01,,,,60.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,9430.0,62.0,,2.0,9430.0,06237,[2.4006852e+09],0-528-0-06237,Nieuw-Vennep,52.255,4.6478,-4.8,,
,0.0,,,,,,3.84733,4.29,5.98,5.98,6.88,10.78,10.78,,,,,,,,,,,,,,6.0,,111.8,53.4,,14.2,160.3,3.79,3.79,1.03,6.88,6.88,6.88,6.88,,,,,1814.92,1814.92,0.0,0.0,,,,,8.0,8.0,0.0,0.0,,,0.826,,,,60.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,9030.0,61.0,,2.0,9030.0,06238,[2.4006852e+09],0-528-0-06238,Nieuwkoop,52.1514,4.765,-5.77,,
,,,,,,,16.1632,16.4647,16.5311,16.5311,19.7334,20.1806,20.1806,,,,,,,,2.6,2.6,2.6,3.8,3.8,3.8,0.0,0.0,109.0,95.6,,3.5,119.5,16.4647,19.84,0.99,19.1659,22.29,19.1315,22.25,1454.92,1454.92,1704.92,0.0,1454.92,1454.92,1704.92,0.0,8.0,7.0,8.0,0.0,8.0,7.0,8.0,0.0,8.0,988.488,0.0,994.669,0.0,991.5,0.0,,,,994.567,,79.0,0.0,,3.5,2.09382,,,,,,0.3,,,3.4,,3.6,20100.0,3.0,2.0,4.0,20100.0,06239,[2.4006852e+09],0-20000-0-06239,F3-FB-1,54.8539,4.6961,50.6,,
60.0,0.0,176.16,1.13367,1.10467,1.13367,1.13367,5.1735,5.46,7.19,7.77,7.96,9.87,10.86,,,,,-1.0,-2.8,0.7,-0.7,-1.8,0.7,3.6,3.6,3.6,6.0,6.0,98.4,78.8,600.0,8.1,120.9,5.17,5.17,0.76,7.83,7.83,7.83,7.83,2144.92,2144.92,0.0,0.0,2144.92,2144.92,0.0,0.0,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0,8.0,991.978,0.669,991.499,600.0,991.9,60.0,0.0,0.0,0.0,991.513,1.41,87.0,0.0,0.0,2.9,2.05656,,,,,,1.0,2.7,2.7,2.9,,3.1,9750.0,62.0,62.0,4.0,9750.0,06240,[2.4006852e+09],0-20000-0-06240,Schiphol Airport,52.3172,4.7897,-3.87,,
,,,,,,,11.0102,11.55,12.1,12.78,14.06,14.41,15.38,,,,,-0.4,-0.4,0.5,-0.5,-0.5,0.3,1.5,1.5,1.5,0.0,0.0,108.3,92.8,,4.2,120.9,10.72,10.72,0.92,13.36,13.36,13.36,13.36,4714.92,4714.92,5374.92,0.0,4714.92,4714.92,5374.92,0.0,8.0,1.0,8.0,0.0,8.0,1.0,8.0,0.0,8.0,992.778,0.0,992.991,0.0,991.8,0.0,,,,992.985,,87.0,0.0,,1.1,0.32199,,,,,,-0.7,1.0,1.0,1.1,,1.2,12600.0,2.0,2.0,8.18,12600.0,06242,[2.4006852e+09],0-20000-0-06242,Vlieland Vliehors,53.24,4.9208,1.72,,
,,,,,,,9.82533,10.2,10.2,10.49,11.81,12.45,12.45,,,,,,,,,,,,,,,,99.8,87.2,,3.7,111.1,9.11,9.11,0.51,10.97,10.97,10.47,10.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,06248,[2.4006852e+09],0-20000-0-06248,Wijdenes,52.6325,5.1736,0.8,,
17.4,0.36,202.74,0.199,0.199,0.199,0.199,8.36867,8.74,9.21,9.95,11.76,12.93,13.24,,,,,-1.4,-1.9,0.1,-0.9,-0.9,0.1,2.1,2.1,2.1,8.0,8.0,102.0,73.1,600.0,7.5,125.2,8.52,8.52,1.04,11.18,11.18,11.18,11.18,,,,,,,,,,,,,,,,,,,0.731,,600.0,,60.0,0.0,0.0,0.0,,0.918,88.0,0.0,0.0,1.7,0.971295,,,,,,0.0,1.2,1.2,1.6,,1.7,,81.0,81.0,,6150.0,06249,[2.4006852e+09],0-20000-0-06249,Berkhout,52.6428,4.9789,-2.4,,
0.0,0.24,201.96,0.0,0.0,0.0849833,0.0,11.3228,12.0,12.0,12.0,15.11,15.11,15.11,,,,,-0.7,-0.7,0.2,-0.5,-0.5,0.3,0.8,0.8,0.8,0.0,0.0,102.5,81.6,0.0,5.2,122.3,11.3,11.3,1.05,15.11,15.11,13.79,13.79,,,,,,,,,,,,,,,,,,993.695,0.0,993.786,0.0,993.6,0.0,0.0,0.0,0.0,993.783,0.0,90.0,0.0,0.0,0.4,-0.177895,,,,,,-1.0,0.2,0.2,0.4,,0.4,,0.0,0.0,,11100.0,06251,[2.4006852e+09],0-20000-0-06251,Hoorn Terschelling,53.3911,5.3458,0.73,,
51.0,0.12,154.08,0.772,0.772,0.772,0.772002,,,,,,,,,,,,-1.6,-1.7,0.1,-1.2,-1.3,0.0,2.9,2.9,2.9,,,,,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,1.13,92.0,,0.0,2.2,1.70491,,,,,,1.2,2.0,2.0,2.2,,2.3,,,,,,06257,[2.4006852e+09],0-20000-0-06257,Wijk aan Zee,52.5053,4.6031,8.5,,
,,,,,,,9.94533,10.23,12.21,12.64,11.85,14.12,14.97,,,,,,,,,,,,,,,,98.5,88.6,,3.8,113.9,10.12,10.12,0.59,11.61,11.61,11.61,11.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06258,[2.4006852e+09],0-20000-0-06258,Houtribdijk,52.6481,5.4006,7.25,,
59.4,0.12,220.26,0.992333,0.843333,0.992333,0.992335,5.0765,5.07,5.96,7.19,8.27,9.24,10.45,3.1,3.5,3.1,3.5,-0.7,-0.7,1.5,-0.3,-0.3,1.3,4.1,4.1,4.1,6.0,6.0,102.4,71.7,600.0,11.2,140.6,4.88,4.88,0.94,8.27,8.27,8.27,8.27,1894.92,1894.92,2194.92,0.0,1894.92,1894.92,2194.92,0.0,8.0,7.0,8.0,0.0,8.0,7.0,8.0,0.0,8.0,991.597,0.644,991.832,600.0,991.3,60.0,0.0,0.0,0.0,991.826,0.882,91.0,0.0,0.0,3.2,2.61082,3.5,3.5,3.9,5.2,6.6,2.0,3.0,2.9,3.1,0.0,3.2,,61.0,61.0,,9530.0,06260,[2.4006852e+09],0-20000-0-06260,De Bilt,52.0989,5.1797,1.9,,
0.0,0.3,232.86,0.0,0.0,0.0,0.0,9.21767,10.27,10.27,10.27,13.57,13.59,13.59,,,,,-1.1,-4.6,0.2,-1.0,-3.5,0.1,1.9,1.9,1.9,0.0,0.0,108.0,80.2,0.0,7.3,132.2,9.36,9.36,1.21,12.99,12.99,12.41,12.41,1104.92,1104.92,5274.92,8354.92,1104.92,1104.92,5274.92,8354.92,6.0,1.0,4.0,5.0,6.0,1.0,4.0,5.0,6.0,,0.0,,0.0,,0.0,0.0,0.0,1.0,,0.0,86.0,0.0,0.0,0.9,0.0789895,,,,,,-1.1,0.8,0.8,0.9,,1.0,,3.0,3.0,,10600.0,06267,[2.4006852e+09],0-20000-0-06267,Stavoren,52.8967,5.3833,-1.3,,
18.6,0.18,239.94,0.191,0.191,0.191,0.191,5.58867,5.94,6.22,6.33,9.71,9.71,9.71,,,,,-2.2,-3.7,0.2,-1.6,-1.9,0.3,3.2,3.2,3.2,8.0,8.0,95.7,68.9,600.0,9.7,126.6,5.13,5.13,0.82,9.03,9.03,7.44,7.44,3734.92,3734.92,5910.43,0.0,3734.92,3734.92,5910.43,0.0,6.0,3.0,6.0,0.0,6.0,3.0,6.0,0.0,6.0,993.284,0.905,992.724,600.0,993.3,60.0,0.0,0.0,0.0,992.741,0.93,84.0,0.0,0.0,2.2,1.19123,,,,,,-0.1,1.8,1.8,2.2,,2.4,8530.0,81.0,81.0,5.62,8530.0,06269,[2.4006852e+09],0-20000-0-06269,Lelystad Airport,52.4483,5.5081,-4.52,,
0.0,0.18,219.42,0.0,0.0,0.130833,0.0,8.12417,8.91,8.95,8.95,12.93,14.39,14.39,,,,,-0.8,-0.8,0.2,-0.4,-0.4,0.4,1.3,1.3,1.3,0.0,0.0,101.4,71.7,0.0,8.8,132.2,8.27,8.27,1.23,11.85,11.85,11.85,11.85,1034.92,1034.92,0.0,0.0,1034.92,1034.92,0.0,0.0,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0,8.0,993.986,0.0,994.019,0.0,993.9,0.0,0.0,0.0,0.0,994.018,0.0,87.0,0.0,0.0,0.5,-0.256384,,,,,,-1.4,0.2,0.2,0.5,,0.6,11400.0,2.0,2.0,4.0,11400.0,06270,[2.4006852e+09],0-20000-0-06270,Leeuwarden Airport,53.2231,5.7517,0.27,,
0.0,0.12,277.2,0.0,0.0,0.0,0.0,7.61333,8.04,8.8,8.8,10.91,11.83,11.83,1.0,1.3,1.5,1.7,-1.0,-1.6,0.3,-0.9,-1.0,0.3,1.8,1.8,1.8,0.0,0.0,104.7,81.6,0.0,7.4,130.8,7.44,7.44,1.05,9.92,9.92,9.92,9.92,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,88.0,0.0,0.0,0.9,0.197366,1.3,1.7,2.1,3.5,5.9,-0.7,0.7,0.7,0.9,,1.0,14600.0,0.0,0.0,2.0,14600.0,06273,[2.4006852e+09],0-20000-0-06273,Marknesse,52.7019,5.8875,-3.35,,
54.2,0.12,225.78,0.511333,0.511333,0.511333,0.511334,4.1335,5.07,6.97,6.97,7.77,10.43,10.43,,,,,-1.2,-1.2,0.9,-0.9,-0.9,0.6,3.4,3.4,3.4,8.0,8.0,95.0,36.6,600.0,15.7,146.3,4.12,4.12,0.92,7.15,7.15,7.15,7.15,2284.92,2284.92,3514.92,4754.92,2284.92,2284.92,3514.92,4754.92,8.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0,987.086,1.21,992.652,600.0,986.9,60.0,0.0,0.0,0.0,992.52,1.1,88.0,0.0,0.0,2.1,1.34936,,,,,,0.4,2.0,2.0,2.1,,2.2,5940.0,81.0,81.0,4.5,5940.0,06275,[2.4006852e+09],0-20000-0-06275,Deelen Airport,52.0547,5.8722,45.23,,
0.0,0.3,141.06,0.0,0.0,0.0,0.0,8.8045,9.3,10.49,10.49,15.28,16.54,16.54,,,,,-0.5,-0.5,0.1,-0.6,-0.6,0.2,0.7,0.7,0.7,,,110.6,78.8,0.0,9.0,136.4,8.66,8.66,1.19,13.15,13.15,12.04,12.04,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,0.0,85.0,0.0,0.0,0.3,-0.556042,,,,,,-1.9,0.3,0.3,0.3,,0.3,,,,,,06277,[2.4006852e+09],0-20000-0-06277,Lauwersoog,53.4117,6.1992,2.9,,
0.0,0.18,312.96,0.0,0.0,0.0,0.0,7.10517,7.34,8.8,8.8,10.37,12.64,12.64,,,,,-0.7,-0.7,-0.1,-0.7,-0.7,0.1,1.6,1.6,1.6,0.0,0.0,99.6,71.7,0.0,8.1,136.4,6.74,6.74,1.05,9.9,9.9,9.61,9.61,1024.92,1024.92,9564.92,0.0,1024.92,1024.92,9564.92,0.0,8.0,4.0,8.0,0.0,8.0,4.0,8.0,0.0,8.0,992.8,0.0,994.765,0.0,992.6,0.0,0.0,0.0,0.0,994.701,0.0,86.0,0.0,0.0,0.2,-0.603508,,,,,,-1.7,0.0,0.0,0.2,,0.3,13200.0,2.0,2.0,2.0,13200.0,06279,[2.4006852e+09],0-20000-0-06279,Hoogeveen,52.7489,6.5731,15.82,,
0.0,0.18,,0.0,0.0,,0.0,6.20467,7.3,7.34,7.34,12.33,12.33,12.68,,,,,-0.5,-0.5,-0.2,-0.4,-0.4,0.1,0.9,0.9,0.9,0.0,0.0,99.0,63.3,0.0,12.0,149.1,5.52,5.52,1.15,9.46,9.46,9.46,9.46,984.921,984.921,1104.92,0.0,984.921,984.921,1104.92,0.0,8.0,3.0,8.0,0.0,8.0,3.0,8.0,0.0,8.0,994.996,0.0,995.398,0.0,995.0,0.0,0.0,0.0,0.0,995.384,0.0,87.0,0.0,0.0,0.1,-0.641786,,,,,,-1.6,-0.1,-0.2,0.1,,0.2,13500.0,2.0,2.0,5.66,13500.0,06280,[2.4006852e+09],0-20000-0-06280,Groningen Airport Eelde,53.1236,6.5847,3.23,,
0.0,0.06,340.98,0.0,0.0,0.048,0.0,4.65983,4.8,5.61,5.91,8.29,9.36,10.62,,,,,-1.5,-5.4,0.8,-1.3,-4.0,0.6,3.1,3.1,3.1,0.0,0.0,98.9,50.6,0.0,15.0,140.6,4.78,4.78,0.94,7.75,7.75,7.75,7.75,5494.92,5494.92,0.0,0.0,5494.92,5494.92,0.0,0.0,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0,8.0,990.189,0.0,994.273,0.0,990.1,0.0,0.0,0.0,0.0,994.156,0.0,84.0,0.0,0.0,1.8,0.80995,,,,,,-0.5,1.6,1.5,1.8,,1.9,,2.0,2.0,,13800.0,06290,[2.4006852e+09],0-20000-0-06290,Twenthe Airport,52.2731,6.8908,33.02,,
,,,,,,,5.74163,6.14105,10.1019,12.9894,9.59138,13.0039,16.0977,,,,,,,,3.2,2.3,3.9,5.5,5.5,5.5,6.0,6.0,157.3,126.6,,6.3,178.6,5.50863,6.62,0.57,,,7.01472,8.14,434.921,434.921,544.921,0.0,434.921,434.921,544.921,0.0,8.0,4.0,8.0,0.0,8.0,4.0,8.0,0.0,8.0,983.531,0.2562,988.789,600.0,983.8,57.0,,,,988.749,,94.0,0.0,,5.5,5.06898,,,,,,4.6,,,5.4,,5.5,14500.0,58.0,61.0,0.0,14500.0,06317,[2.4006852e+09],0-528-0-06317,Borssele Alpha,51.7,3.0567,43.42,,
60.0,0.42,111.42,9.17517,1.20817,9.17517,7.52885,2.6205,3.07,4.1,5.89,4.7,6.88,9.65,,,,,1.2,0.4,3.7,1.4,0.8,3.8,5.1,5.1,5.1,6.0,6.0,153.8,105.5,600.0,15.3,215.2,2.37,2.37,0.59,4.7,4.7,4.08,4.08,,,,,,,,,,,,,,,,,,989.675,0.891,989.88,600.0,989.5,60.0,0.0,0.0,1.0,989.877,0.869,98.0,0.0,0.0,5.1,4.95927,,,,,,4.8,4.8,4.8,5.0,,5.1,11700.0,61.0,61.0,2.0,11700.0,06319,[2.4006852e+09],0-20000-0-06319,Westdorpe,51.2247,3.8611,1.68,,
,0.24,140.64,6.952,1.31033,6.952,6.80818,4.8435,5.11,6.18,7.52,8.18,8.76,11.26,3.8,4.3,4.1,4.4,1.4,0.9,3.2,1.6,0.9,3.2,4.7,4.7,4.7,,,138.1,116.7,600.0,6.8,158.9,4.92,4.92,0.53,6.74,6.74,6.74,6.74,,,,,,,,,,,,,,,,,,989.494,,989.696,,989.3,,0.0,0.0,0.0,989.693,0.792,95.0,0.0,0.0,4.7,4.35264,4.3,4.4,4.5,5.5,7.1,4.0,4.5,4.5,4.7,,4.7,,,,,,06323,[2.4006852e+09],0-20000-0-06323,Wilhelminadorp,51.5258,3.8836,1.65,,
60.0,0.06,143.4,3.135,1.63233,3.135,3.13501,7.5805,8.04,8.58,9.67,10.02,10.91,11.73,,,,,0.2,0.1,2.5,0.5,0.4,2.3,4.0,4.0,4.0,,,112.8,95.6,600.0,4.0,125.2,8.04,8.04,0.63,10.02,10.02,10.02,10.02,,,,,,,,,,,,,,,,,,988.876,,990.332,,988.8,,0.0,0.0,0.0,990.301,2.41,94.0,0.0,0.0,3.7,3.29966,,,,,,2.9,3.5,3.5,3.7,,3.7,,,,,,06330,[2.4006852e+09],0-20000-0-06330,Hoek van Holland,51.9911,4.1217,11.86,,
