month,DP_temp,DP_dewp,DM_temp,DM_dewp,DT_temp,DT_dewp,MP_temp,MP_dewp,MM_temp,MM_dewp,MT_temp,MT_dewp
1,-4.116940275246143,3.0848188457451995,9.531350629680487,0.898564646476974,24.293597407109324,3.0520904740562163,-4.905711598064933,10.078470528233504,11.012252013836061,9.513733258318979,4.582431372672732,16.904341849022643
4,-6.909137902820525,2.7180614726581456,8.094042960862918,2.9584827979775845,23.458453135067693,2.771837389790344,-5.362628035073904,10.608164591009247,11.192390521346232,11.333516143927321,7.726815443530596,15.17216633297104
7,-2.447482538398286,3.4445090685820743,10.246558380432692,2.0822013671151978,25.83812018190236,5.475509006050577,-4.580136290120471,7.90549760647868,8.21131295097506,11.060429391043114,12.572480461769654,16.046210676260298
10,-6.237529720356993,2.9317504401035066,11.375968468950237,1.2584556732601446,27.360082195733735,4.871671877025765,-3.448667447251168,7.510577730462389,10.577880997575447,11.485882051176443,8.989028872721006,15.925840105839947
